sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,psnr_gt,ssim_gt,lpips-vgg_gt,stlpips-vgg_gt,pieapp_gt,ahiq_gt,psnr_bicubic,ssim_bicubic,lpips-vgg_bicubic,stlpips-vgg_bicubic,pieapp_bicubic,ahiq_bicubic,psnr_rlfn,ssim_rlfn,lpips-vgg_rlfn,stlpips-vgg_rlfn,pieapp_rlfn,ahiq_rlfn,psnr_span,ssim_span,lpips-vgg_span,stlpips-vgg_span,pieapp_span,ahiq_span
PASD:ava_images___321917,PASD,ava_images___321917.png,dataset/sr/PASD/ava_images___321917.png,dataset/hr/ava_images___321917.png,dataset/lr/ava_images___321917.png,15.35719108581543,0.3724086493573301,0.3613179326057434,0.23884683847427368,1.5560966730117798,0.3080432116985321,18.676254272460938,0.5249434860779575,0.5219694375991821,0.5397783517837524,0.0663021132349968,0.35488954186439514,18.988656997680664,0.500561178755787,0.5042591691017151,0.5323234796524048,0.7816042304039001,0.32172271609306335,18.671018600463867,0.5071482448453983,0.5231637954711914,0.502045214176178,0.7937977910041809,0.33370763063430786
PASD:ava_images___360165,PASD,ava_images___360165.png,dataset/sr/PASD/ava_images___360165.png,dataset/hr/ava_images___360165.png,dataset/lr/ava_images___360165.png,19.149581909179688,0.6739528519369586,0.24676407873630524,0.22329407930374146,0.01566724106669426,0.33009812235832214,20.937179565429688,0.6952993256220071,0.38094133138656616,0.4471426010131836,-0.9000639915466309,0.40349626541137695,21.0526123046875,0.7035026340263161,0.3654625415802002,0.39426711201667786,0.11074268072843552,0.3509841859340668,20.88749122619629,0.6993407196037483,0.3887937068939209,0.40548717975616455,-0.12486641854047775,0.359244167804718
PASD:ava_images___426629,PASD,ava_images___426629.png,dataset/sr/PASD/ava_images___426629.png,dataset/hr/ava_images___426629.png,dataset/lr/ava_images___426629.png,19.975406646728516,0.5898166671165228,0.3560246229171753,0.1556149274110794,1.1221574544906616,0.3279383182525635,22.122976303100586,0.6748665781334493,0.4744858145713806,0.43910887837409973,-0.37938326597213745,0.34317076206207275,22.138185501098633,0.655135092202425,0.44664353132247925,0.4479341506958008,0.6925830245018005,0.33026960492134094,21.914569854736328,0.6616140634367749,0.4583560824394226,0.41162019968032837,0.0360126793384552,0.3285401165485382
PASD:ava_images___436880,PASD,ava_images___436880.png,dataset/sr/PASD/ava_images___436880.png,dataset/hr/ava_images___436880.png,dataset/lr/ava_images___436880.png,17.655744552612305,0.5122554702965582,0.37746721506118774,0.19084833562374115,1.358741283416748,0.2500716745853424,19.98603630065918,0.6219525788256142,0.444388747215271,0.48341765999794006,-0.018210554495453835,0.2578802704811096,19.945541381835938,0.592121124061284,0.435588002204895,0.4654756188392639,0.8868391513824463,0.20051632821559906,19.656984329223633,0.5936418647136377,0.44764888286590576,0.4270344078540802,0.8529923558235168,0.22645223140716553
PASD:ava_images___46021,PASD,ava_images___46021.png,dataset/sr/PASD/ava_images___46021.png,dataset/hr/ava_images___46021.png,dataset/lr/ava_images___46021.png,26.877185821533203,0.9259834552058479,0.2023162841796875,0.05301440879702568,0.6530835032463074,0.5142278671264648,26.607664108276367,0.9189100771314512,0.23185618221759796,0.1339438557624817,-0.05058923736214638,0.4744938313961029,25.834815979003906,0.9117217778921094,0.2247774600982666,0.0796896293759346,1.5961742401123047,0.44276103377342224,25.87283706665039,0.9136693752644957,0.23748789727687836,0.09912698715925217,0.5953490138053894,0.47150737047195435
PASD:ava_images___472713,PASD,ava_images___472713.png,dataset/sr/PASD/ava_images___472713.png,dataset/hr/ava_images___472713.png,dataset/lr/ava_images___472713.png,22.154762268066406,0.6122954602756722,0.3585279881954193,0.2767437696456909,1.4120763540267944,0.35037103295326233,22.96124267578125,0.6503283341053276,0.4558032751083374,0.46287980675697327,0.4575332701206207,0.30383309721946716,22.830459594726562,0.6444413856573414,0.44885483384132385,0.4422992467880249,1.433959722518921,0.24737799167633057,22.799057006835938,0.6456798516873345,0.4587792158126831,0.4360763430595398,1.0678805112838745,0.2730042636394501
PASD:ava_images___501777,PASD,ava_images___501777.png,dataset/sr/PASD/ava_images___501777.png,dataset/hr/ava_images___501777.png,dataset/lr/ava_images___501777.png,24.45591163635254,0.730816134263294,0.4188145697116852,0.3417559862136841,1.1306232213974,0.3246769905090332,24.76335334777832,0.756233549156885,0.4578523337841034,0.43615204095840454,0.7399628162384033,0.34305238723754883,24.773719787597656,0.7546887816071748,0.43815916776657104,0.3956562876701355,1.1975663900375366,0.31412220001220703,24.87075424194336,0.7603811953540878,0.4543273448944092,0.4043898284435272,0.9595235586166382,0.3298620879650116
PASD:ava_images___564572,PASD,ava_images___564572.png,dataset/sr/PASD/ava_images___564572.png,dataset/hr/ava_images___564572.png,dataset/lr/ava_images___564572.png,22.28987693786621,0.8195663762645448,0.1776144802570343,0.08845963329076767,0.18450424075126648,0.373540461063385,24.10956382751465,0.8219836518551066,0.29362887144088745,0.2779535949230194,0.02023874595761299,0.4088307321071625,23.86630630493164,0.8170370275553361,0.2962290644645691,0.24944975972175598,0.014544464647769928,0.32968682050704956,23.80108642578125,0.8202065637254707,0.30391553044319153,0.26238828897476196,-0.051003143191337585,0.3708590865135193
PASD:ava_images___588008,PASD,ava_images___588008.png,dataset/sr/PASD/ava_images___588008.png,dataset/hr/ava_images___588008.png,dataset/lr/ava_images___588008.png,38.18873977661133,0.9627508443448242,0.21291151642799377,0.0954168289899826,0.2729174792766571,0.5367739796638489,40.24690246582031,0.9716007663200189,0.24210646748542786,0.17553476989269257,0.42343688011169434,0.555631160736084,32.501712799072266,0.9655186647589536,0.24894818663597107,0.1710282415151596,0.47077465057373047,0.5298948884010315,32.1052131652832,0.966092200897364,0.257794052362442,0.19138558208942413,0.5471900701522827,0.5396912097930908
PASD:ava_images___645845,PASD,ava_images___645845.png,dataset/sr/PASD/ava_images___645845.png,dataset/hr/ava_images___645845.png,dataset/lr/ava_images___645845.png,22.979095458984375,0.7389894769570136,0.290705144405365,0.15248450636863708,1.4017200469970703,0.34234505891799927,25.09659194946289,0.8072817735258936,0.3449226915836334,0.2256680428981781,0.6556769609451294,0.49906617403030396,24.768871307373047,0.7852412428356316,0.2990509569644928,0.2195448875427246,0.9831606149673462,0.4347967803478241,24.938339233398438,0.8019037856703852,0.33250221610069275,0.22761571407318115,0.8079755306243896,0.4691190719604492
PASD:ava_images___699615,PASD,ava_images___699615.png,dataset/sr/PASD/ava_images___699615.png,dataset/hr/ava_images___699615.png,dataset/lr/ava_images___699615.png,22.42281723022461,0.7986408288320833,0.20795366168022156,0.10897303372621536,1.1982336044311523,0.4870871603488922,25.50440216064453,0.854661106759849,0.2403581738471985,0.17616815865039825,0.3936029076576233,0.566388726234436,25.597192764282227,0.8523119768899033,0.23106282949447632,0.16611133515834808,0.6988521218299866,0.4613436758518219,25.378108978271484,0.8517104028396388,0.24654929339885712,0.16172388195991516,0.5733091831207275,0.509283185005188
PASD:ava_images___710191,PASD,ava_images___710191.png,dataset/sr/PASD/ava_images___710191.png,dataset/hr/ava_images___710191.png,dataset/lr/ava_images___710191.png,26.95854377746582,0.8525431024766936,0.19267959892749786,0.09388665109872818,0.6748523712158203,0.41271114349365234,29.39691162109375,0.894183177923982,0.2573259472846985,0.17392416298389435,0.09611649066209793,0.44157344102859497,29.730934143066406,0.8943363718109151,0.24259239435195923,0.14431039988994598,0.5033645629882812,0.41330423951148987,29.45545196533203,0.8929680515984542,0.2572273313999176,0.14650404453277588,0.37167811393737793,0.4155223071575165
PASD:ava_images___737450,PASD,ava_images___737450.png,dataset/sr/PASD/ava_images___737450.png,dataset/hr/ava_images___737450.png,dataset/lr/ava_images___737450.png,23.676321029663086,0.7823865606985023,0.2137668877840042,0.15369197726249695,1.8193703889846802,0.44100505113601685,25.897987365722656,0.8255891510104441,0.2505943179130554,0.25276729464530945,1.606263279914856,0.4021283686161041,24.545888900756836,0.8014502131743294,0.2737722396850586,0.2326684594154358,1.8497979640960693,0.34735676646232605,24.712665557861328,0.8066758323573321,0.2696170210838318,0.24126112461090088,1.4086631536483765,0.33696672320365906
PASD:ava_images___74410,PASD,ava_images___74410.png,dataset/sr/PASD/ava_images___74410.png,dataset/hr/ava_images___74410.png,dataset/lr/ava_images___74410.png,21.917097091674805,0.4189891411670601,0.4684203565120697,0.3308856189250946,1.0123399496078491,0.4128967225551605,23.466184616088867,0.554351429092027,0.5280613899230957,0.562972366809845,0.9131764769554138,0.40480905771255493,22.878210067749023,0.513750635042353,0.5195251703262329,0.5643013715744019,1.3428959846496582,0.35588759183883667,23.195919036865234,0.5385947557506842,0.5292333364486694,0.549949586391449,1.1671552658081055,0.3474317193031311
PASD:ava_images___751927,PASD,ava_images___751927.png,dataset/sr/PASD/ava_images___751927.png,dataset/hr/ava_images___751927.png,dataset/lr/ava_images___751927.png,25.479650497436523,0.8305965137042187,0.25929921865463257,0.20179882645606995,1.0560098886489868,0.3679976761341095,30.576391220092773,0.9131957532695238,0.24911801517009735,0.14591626822948456,0.3671466112136841,0.388590931892395,28.79361915588379,0.8845829867807583,0.24857941269874573,0.14233961701393127,1.0588997602462769,0.3691805303096771,29.50790786743164,0.898012862038278,0.23742640018463135,0.15112920105457306,0.9962818026542664,0.36607813835144043
PASD:ava_images___773899,PASD,ava_images___773899.png,dataset/sr/PASD/ava_images___773899.png,dataset/hr/ava_images___773899.png,dataset/lr/ava_images___773899.png,26.022563934326172,0.8161305378251061,0.31628745794296265,0.161759153008461,0.5731917023658752,0.34965988993644714,26.70810890197754,0.8435670495660602,0.328970730304718,0.23850323259830475,-0.0029407618567347527,0.3700859248638153,26.329177856445312,0.8364528689521541,0.3287535011768341,0.20335429906845093,1.1820087432861328,0.35784950852394104,26.409862518310547,0.8375938912175243,0.3337269425392151,0.2127213329076767,0.9181520342826843,0.36493703722953796
PASD:ava_images___827653,PASD,ava_images___827653.png,dataset/sr/PASD/ava_images___827653.png,dataset/hr/ava_images___827653.png,dataset/lr/ava_images___827653.png,20.161060333251953,0.6079397037598174,0.33020418882369995,0.21501371264457703,1.8324753046035767,0.20493052899837494,22.18561363220215,0.6372675396189135,0.4236910939216614,0.41637134552001953,1.1803003549575806,0.2506314814090729,21.685401916503906,0.6080799908432141,0.41117092967033386,0.41678714752197266,1.323930025100708,0.20230841636657715,21.728591918945312,0.6168482558487988,0.4324224889278412,0.419699102640152,1.2943412065505981,0.19964629411697388
PASD:ava_images___842206,PASD,ava_images___842206.png,dataset/sr/PASD/ava_images___842206.png,dataset/hr/ava_images___842206.png,dataset/lr/ava_images___842206.png,25.650236129760742,0.7354679455363696,0.3791566491127014,0.26655012369155884,0.9272959232330322,0.38715946674346924,26.5114688873291,0.7692133014716852,0.4459912180900574,0.40370282530784607,0.4687086045742035,0.38932833075523376,25.72635269165039,0.7561933677853201,0.4470846951007843,0.38369762897491455,1.2450133562088013,0.3183302581310272,26.101497650146484,0.7670712015173494,0.44716134667396545,0.39039552211761475,0.9698256850242615,0.3446992039680481
PASD:ava_images___846773,PASD,ava_images___846773.png,dataset/sr/PASD/ava_images___846773.png,dataset/hr/ava_images___846773.png,dataset/lr/ava_images___846773.png,22.184370040893555,0.6620286404182261,0.32083630561828613,0.2439509779214859,1.4782296419143677,0.33489105105400085,24.813610076904297,0.7732121658608019,0.36754149198532104,0.32346707582473755,0.1860119253396988,0.37211233377456665,24.133413314819336,0.7432393892884191,0.3730039894580841,0.27959027886390686,0.9737567901611328,0.35583510994911194,23.641639709472656,0.7447540344751529,0.4003024399280548,0.29670411348342896,0.628495991230011,0.3445086181163788
PASD:ava_images___857447,PASD,ava_images___857447.png,dataset/sr/PASD/ava_images___857447.png,dataset/hr/ava_images___857447.png,dataset/lr/ava_images___857447.png,20.064504623413086,0.5381613490357866,0.3640764057636261,0.2282584309577942,1.2957353591918945,0.36132869124412537,23.411277770996094,0.6689129700861334,0.42404669523239136,0.4090549051761627,0.45766428112983704,0.34027615189552307,23.109224319458008,0.6403975829324805,0.42555978894233704,0.3657049536705017,0.9913064241409302,0.30350422859191895,23.03886604309082,0.6486350783258757,0.44025397300720215,0.3803102374076843,1.091676950454712,0.3015305995941162
PASD:ava_images___864250,PASD,ava_images___864250.png,dataset/sr/PASD/ava_images___864250.png,dataset/hr/ava_images___864250.png,dataset/lr/ava_images___864250.png,18.551923751831055,0.6480282419620085,0.3790183663368225,0.27678731083869934,1.560610055923462,0.24472692608833313,20.592872619628906,0.706180071293387,0.40504127740859985,0.3530772030353546,0.5334447622299194,0.29078182578086853,20.328365325927734,0.6834262145486464,0.39792466163635254,0.35391542315483093,0.8645234704017639,0.23565612733364105,20.208118438720703,0.687045050455449,0.41495269536972046,0.3357660174369812,0.9945951104164124,0.26191267371177673
PASD:ava_images___865616,PASD,ava_images___865616.png,dataset/sr/PASD/ava_images___865616.png,dataset/hr/ava_images___865616.png,dataset/lr/ava_images___865616.png,18.75861930847168,0.5723710809690616,0.3449776768684387,0.21432098746299744,1.1217708587646484,0.31949618458747864,20.408008575439453,0.6394643020140259,0.40558183193206787,0.38448819518089294,-0.1602969765663147,0.4285854399204254,20.498559951782227,0.6302606593937408,0.3981250822544098,0.3933139443397522,0.3372901380062103,0.3725831210613251,20.224685668945312,0.6270566381353906,0.41094011068344116,0.3553788959980011,0.2844337522983551,0.4022281765937805
PASD:ava_images___953752,PASD,ava_images___953752.png,dataset/sr/PASD/ava_images___953752.png,dataset/hr/ava_images___953752.png,dataset/lr/ava_images___953752.png,20.469362258911133,0.5929257689222791,0.32280194759368896,0.15800516307353973,1.2606366872787476,0.2990928292274475,21.75302505493164,0.6444620850314334,0.4116981029510498,0.39989209175109863,0.5568747520446777,0.37305110692977905,21.12433624267578,0.6116616504312359,0.41252389550209045,0.40202081203460693,1.0363705158233643,0.2938370704650879,21.297344207763672,0.63082390673097,0.41753000020980835,0.4020620286464691,0.6648935079574585,0.34592220187187195
PASD:blur_dataset___out_of_focus0685,PASD,blur_dataset___out_of_focus0685.png,dataset/sr/PASD/blur_dataset___out_of_focus0685.png,dataset/hr/blur_dataset___out_of_focus0685.png,dataset/lr/blur_dataset___out_of_focus0685.png,26.803020477294922,0.7652242746255083,0.3888152539730072,0.2518097460269928,1.0740749835968018,0.4314299523830414,27.127994537353516,0.8273613811530448,0.37095820903778076,0.2230399250984192,0.0003866415936499834,0.46272584795951843,27.175493240356445,0.8276838044178683,0.34120672941207886,0.2156156748533249,0.8568156957626343,0.4532965123653412,27.14064598083496,0.8306866974930525,0.33428260684013367,0.23493149876594543,0.8488804697990417,0.4354070723056793
PASD:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,24.540376663208008,0.7240438540877959,0.3415738642215729,0.22354064881801605,0.9790658354759216,0.4118996560573578,26.006877899169922,0.774834598984115,0.4545752704143524,0.4219245910644531,0.288937509059906,0.5567417144775391,25.916961669921875,0.7698958151166665,0.44036728143692017,0.41953176259994507,0.6525646448135376,0.5014066100120544,25.78668212890625,0.7739500985810771,0.45269566774368286,0.40015584230422974,0.533318042755127,0.529251754283905
PASD:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,20.704227447509766,0.5037040712237196,0.37885814905166626,0.31558722257614136,1.4613943099975586,0.3278251588344574,22.690122604370117,0.6297975665213674,0.4223436415195465,0.4575803279876709,0.6062515377998352,0.41334396600723267,22.303237915039062,0.5880143716329472,0.43702805042266846,0.47280630469322205,1.1694003343582153,0.3579382002353668,22.39961814880371,0.6094890026389511,0.42874327301979065,0.4420403838157654,0.8898493051528931,0.36083292961120605
PASD:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,PASD,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,20.79127311706543,0.6305755802457041,0.31071072816848755,0.20758387446403503,1.0430368185043335,0.272036075592041,21.71837615966797,0.6653444759871235,0.3998354971408844,0.4631348252296448,0.25975266098976135,0.4054752290248871,21.381214141845703,0.6398109429620004,0.39661285281181335,0.46407681703567505,0.8271162509918213,0.29534846544265747,21.368635177612305,0.655315586742754,0.4046977758407593,0.43907445669174194,0.4598400592803955,0.3734768033027649
PASD:voc_emotic_ava___JPEGImages__2008_003883,PASD,voc_emotic_ava___JPEGImages__2008_003883.png,dataset/sr/PASD/voc_emotic_ava___JPEGImages__2008_003883.png,dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,20.89544677734375,0.5483809229667229,0.42882293462753296,0.30004796385765076,1.4582159519195557,0.36810556054115295,24.27395248413086,0.7066022287039347,0.4556586444377899,0.3756241500377655,0.24492371082305908,0.47652021050453186,24.048641204833984,0.672195316941682,0.4489084482192993,0.3624219298362732,1.0170814990997314,0.4106886088848114,23.80246353149414,0.6951520915339756,0.4615253210067749,0.3512403070926666,0.6143256425857544,0.43234673142433167
PASD:voc_emotic_ava___VOC2012__2010_004399,PASD,voc_emotic_ava___VOC2012__2010_004399.png,dataset/sr/PASD/voc_emotic_ava___VOC2012__2010_004399.png,dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,23.275909423828125,0.741759870434445,0.35947132110595703,0.28182926774024963,1.889944076538086,0.3570989668369293,28.577545166015625,0.8811481238659173,0.30995166301727295,0.1895754337310791,0.9129374027252197,0.40096449851989746,27.19013023376465,0.848342527928655,0.3376672863960266,0.206308051943779,1.9188131093978882,0.3251747786998749,27.429981231689453,0.859892677743797,0.3228893280029297,0.18013620376586914,1.6646989583969116,0.3584027886390686
PASD:voc_emotic_ava___VOC2012__2012_004043,PASD,voc_emotic_ava___VOC2012__2012_004043.png,dataset/sr/PASD/voc_emotic_ava___VOC2012__2012_004043.png,dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,19.80828285217285,0.5256259626631179,0.3372422456741333,0.284944623708725,1.2226518392562866,0.3511136472225189,23.162883758544922,0.7150341063721393,0.3544226288795471,0.3507731854915619,-0.20636522769927979,0.46440616250038147,22.681957244873047,0.678707068068183,0.36149418354034424,0.3578591048717499,0.7161998748779297,0.4061923623085022,22.613370895385742,0.6768954443068219,0.36786070466041565,0.31712156534194946,0.6744794249534607,0.39636141061782837
SUPIR:1024x768___4962875195,SUPIR,1024x768___4962875195.png,dataset/sr/SUPIR/1024x768___4962875195.png,dataset/hr/1024x768___4962875195.png,dataset/lr/1024x768___4962875195.png,27.134483337402344,0.749012375572988,0.2827693223953247,0.1958514153957367,1.578216314315796,0.41519150137901306,28.479019165039062,0.7970471104939695,0.3898616433143616,0.38343533873558044,0.4480609893798828,0.33760830760002136,28.168834686279297,0.791108019270015,0.37172919511795044,0.33493587374687195,1.0770336389541626,0.33240461349487305,28.33635139465332,0.797215967750249,0.39244160056114197,0.35400182008743286,0.736783504486084,0.3384919762611389
SUPIR:ava_images___101816,SUPIR,ava_images___101816.png,dataset/sr/SUPIR/ava_images___101816.png,dataset/hr/ava_images___101816.png,dataset/lr/ava_images___101816.png,16.370222091674805,0.3152627342454142,0.45217373967170715,0.26131802797317505,1.3640435934066772,0.28550878167152405,19.93364143371582,0.5258106620046251,0.5332067608833313,0.56737220287323,0.18807697296142578,0.3330509066581726,19.822059631347656,0.48481917065145813,0.538467526435852,0.5534339547157288,1.0254899263381958,0.28618547320365906,19.713266372680664,0.49784133910485956,0.5303032398223877,0.5310121774673462,0.7055261731147766,0.28970304131507874
SUPIR:ava_images___158174,SUPIR,ava_images___158174.png,dataset/sr/SUPIR/ava_images___158174.png,dataset/hr/ava_images___158174.png,dataset/lr/ava_images___158174.png,28.879314422607422,0.8749431103463318,0.232783243060112,0.21753400564193726,1.2739201784133911,0.4544315040111542,30.307727813720703,0.9026599402214451,0.26490864157676697,0.2196495234966278,0.31615880131721497,0.5127548575401306,29.73045539855957,0.8962446143806402,0.26023152470588684,0.21452882885932922,1.0857794284820557,0.5025503039360046,29.462753295898438,0.8968999576226666,0.266096293926239,0.21045708656311035,0.7044216990470886,0.4783313274383545
SUPIR:ava_images___18037,SUPIR,ava_images___18037.png,dataset/sr/SUPIR/ava_images___18037.png,dataset/hr/ava_images___18037.png,dataset/lr/ava_images___18037.png,29.260162353515625,0.8761151153768308,0.32000482082366943,0.22709578275680542,0.8857144713401794,0.4475954473018646,30.74589729309082,0.9098695777148313,0.36400550603866577,0.2833603024482727,0.8451241254806519,0.4571380317211151,29.755786895751953,0.8946086662473476,0.3490159213542938,0.27157047390937805,0.9025164842605591,0.4377968907356262,29.86182403564453,0.9016730623429354,0.34854984283447266,0.26804259419441223,1.1466479301452637,0.44205012917518616
